usCite,term,chief,caseName,majOpinWriter,majVotes,minVotes,vote_HHBurton,vote_RHJackson,vote_WODouglas,vote_FFrankfurter,vote_SFReed,vote_HLBlack,vote_WBRutledge,vote_FMurphy,vote_FMVinson,vote_TCClark,vote_SMinton,vote_EWarren,vote_JHarlan2,vote_WJBrennan,vote_CEWhittaker,vote_PStewart,vote_BRWhite,vote_AJGoldberg,vote_AFortas,vote_TMarshall,vote_WEBurger,vote_HABlackmun,vote_LFPowell,vote_WHRehnquist,vote_JPStevens,vote_SDOConnor,vote_AScalia,vote_AMKennedy,vote_DHSouter,vote_CThomas,vote_RBGinsburg,vote_SGBreyer,vote_JGRoberts,vote_SAAlito,vote_SSotomayor,vote_EKagan,vote_NMGorsuch,vote_BMKavanaugh,vote_ACBarrett,dateDecision,Filed Date,Year,BG_include,Westlaw_search,Include?,decisionFavored_BG,sgFavoredOrRep,party1,party2,partyDecisionFavored,partySGFavored,lawEconCitation,Notes
543 U.S. 209,2004,Rehnquist,DAVID WHITFIELD v. UNITED STATES,104,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2005/01/11 00:00:00,2005,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
545 U.S. 1,2004,Rehnquist,"ALBERTO R. GONZALES, ATTORNEY GENERAL, et al. v. ANGEL MCCLARY RAICH et al.",103,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2005/06/06 00:00:00,2005,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
546 U.S. 164,2005,Roberts,"VOLVO TRUCKS NORTH AMERICA, INC. v. REEDER-SIMCO GMC, INC.",109,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2006/01/10 00:00:00,2006,Yes,No,Yes,D,D,Bigger company,Smaller company,p1,p1,Yes,P1 is the winner (original defendant)
546 U.S. 394,2005,Roberts,"UNITHERM FOOD SYSTEMS, INC. v. SWIFT-ECKRICH, INC., DBA CONAGRA REFRIGERATED FOODS",108,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2006/01/23 00:00:00,2006,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
546 U.S. 440,2005,Roberts,"BUCKEYE CHECK CASHING, INC. v. JOHN CARDEGNA et al.",105,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2006/02/21 00:00:00,2006,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
547 U.S. 1,2005,Roberts,"TEXACO INC. v. FOUAD N. DAGHER, et al.",108,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2006/02/28 00:00:00,2006,Yes,Yes,Yes,D,D,Bigger company,Smaller company,p1,p1,No,P1 is the winner (original defendant)
547 U.S. 28,2005,Roberts,"ILLINOIS TOOL WORKS INC., et al. v. INDEPENDENT INK, INC.",103,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2006/03/01 00:00:00,2006,Yes,Yes,Yes,D,D,Company,Company,p2,p2,Yes,NA
547 U.S. 451,2005,Roberts,"JOSEPH ANZA, et al. v. IDEAL STEEL SUPPLY CORP.",106,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,4,1,4,1,1,NA,NA,NA,NA,NA,NA,2006/06/05 00:00:00,2006,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
549 U.S. 312,2006,Roberts,"WEYERHAEUSER COMPANY v. ROSS-SIMMONS HARDWOOD LUMBER COMPANY, INC.",108,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2007/02/20 00:00:00,2007,Yes,Yes,Yes,D,D,Bigger company,Smaller company,p1,p1,Yes,P1 is the winner (original defendant)
550 U.S. 544,2006,Roberts,"BELL ATLANTIC CORPORATION, et al. v. WILLIAM TWOMBLY, et al.",107,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2007/05/21 00:00:00,2007,Yes,Yes,Yes,D,D,Company,Individuals,p1,p1,Yes,P1 is the winner (original defendant)
551 U.S. 264,2006,Roberts,"CREDIT SUISSE SECURITIES (USA) LLC, FKA CREDIT SUISSE FIRST BOSTON LLC, et al. v. GLEN BILLING et al.",110,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,2007/06/18 00:00:00,2007,Yes,Yes,Yes,D,P,Company,Individuals,p1,p2,No,P1 is the winner (original defendant)
551 U.S. 877,2006,Roberts,"LEEGIN CREATIVE LEATHER PRODUCTS, INC. v. PSKS, INC., DBA KAY'S KLOSET . . . KAY'S SHOES",106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,2007/06/28 00:00:00,2007,Yes,Yes,Yes,D,D,Bigger company,Smaller company,p1,p1,Yes,P1 is the winner (original defendant)
553 U.S. 617,2007,Roberts,"QUANTA COMPUTER, INC., et al. v. LG ELECTRONICS, INC.",108,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2008/06/09 00:00:00,2008,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
555 U.S. 438,2008,Roberts,"PACIFIC BELL TELEPHONE COMPANY, DBA AT&T CALIFORNIA et al. v. LINKLINE COMMUNICATIONS, INC., et al.",111,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,4,1,4,4,1,1,NA,NA,NA,NA,NA,NA,2009/02/25 00:00:00,2009,After,Yes,Yes,D,D,Bigger company,Smaller company,p1,p1,Yes,NA
556 U.S. 662,2008,Roberts,"JOHN D. ASHCROFT, FORMER ATTORNEY GENERAL, et al. v. JAVAID IQBAL et al.",106,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,2009/05/18 00:00:00,2009,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
560 U.S. 183,2009,Roberts,"AMERICAN NEEDLE, INC. v. NATIONAL FOOTBALL LEAGUE et al.",103,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2010/05/24 00:00:00,2010,After,Yes,Yes,P,P,Smaller company,Bigger company,p1,p1,Yes,NA
561 U.S. 247,2009,Roberts,"ROBERT MORRISON, et al. v. NATIONAL AUSTRALIA BANK LTD. et al.",105,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA,1,4,3,1,1,NA,NA,NA,NA,NA,NA,2010/06/24 00:00:00,2010,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
561 U.S. 593,2009,Roberts,"BERNARD L. BILSKI AND RAND A. WARSAW v. DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE",106,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,1,NA,1,4,4,1,1,4,NA,NA,NA,NA,NA,2010/06/28 00:00:00,2010,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
564 U.S. 379,2010,Roberts,"BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI",106,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,4,1,1,1,1,1,1,NA,NA,NA,NA,2011/06/20 00:00:00,2011,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
564 U.S. 552,2010,Roberts,"SORRELL, ATTORNEY GENERAL OF VERMONT, et al. v. IMS HEALTH INC. ET AL",106,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,1,2,NA,NA,NA,NA,2011/06/23 00:00:00,2011,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
567 U.S. 343,2011,Roberts,SOUTHERN UNION CO. v. UNITED STATES,113,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,2,1,2,1,1,NA,NA,NA,NA,2012/06/21 00:00:00,2012,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
568 U.S. 216,2012,Roberts,"FEDERAL TRADE COMMISSION, PETITIONER v. PHOEBE PUTNEY HEALTH SYSTEM, INC., et al.",113,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,2013/02/19 00:00:00,2013,After,Yes,Yes,P,"NA",Federal government,Company,p1,p1,Yes,NA
568 U.S. 519,2012,Roberts,"SUPAP KIRTSAENG, DBA BLUECHRISTINE99, PETITIONER v. JOHN WILEY & SONS, INC.",110,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,2,1,1,3,1,3,NA,NA,NA,NA,2013/03/19 00:00:00,2013,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
569 U.S. 27,2012,Roberts,"COMCAST CORPORATION, et al., PETITIONERS v. CAROLINE BEHREND et al.",105,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,2,1,1,2,2,NA,NA,NA,NA,2013/03/27 00:00:00,2013,After,Yes,Yes,D,None,Company,Individuals,p1,None,Majority didn't; minority did,Majority cited the ABA Section on antitrust law
570 U.S. 136,2012,Roberts,"FEDERAL TRADE COMMISSION, PETITIONER v. ACTAVIS, INC., et al.",110,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,1,2,NA,1,1,NA,NA,NA,NA,2013/06/17 00:00:00,2013,After,Yes,Yes,P,"NA",Federal government,Company,p1,p1,Yes,NA
570 U.S. 228,2012,Roberts,"AMERICAN EXPRESS COMPANY, et al., PETITIONERS v. ITALIAN COLORS RESTAURANT, et al.",105,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,2,2,1,1,NA,2,NA,NA,NA,NA,2013/06/20 00:00:00,2013,After,Yes,Yes,D,P,Bigger company,Smaller company,p1,p2,No,NA
572 U.S. 782,2013,Roberts,MICHIGAN v. BAY MILLS INDIAN COMMUNITY,114,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,1,1,2,3,1,NA,NA,NA,NA,2014/05/27 00:00:00,2014,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
574 U.S. 494,2014,Roberts,NC BD. OF DENTAL EXAMINERS v. FTC,106,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,2015/02/25 00:00:00,2015,After,Yes,Yes,D,"NA",Professional association,Government,p2,p2,Yes,NA
574 U.S. 528,2014,Roberts,YATES v. UNITED STATES,109,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,5,1,1,4,1,2,NA,NA,NA,NA,2015/02/25 00:00:00,2015,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
574 U.S. 405,2014,Roberts,GELBOIM v. BANK OF AM. CORP.,109,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,2015/01/21 00:00:00,2015,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
576 U.S. 787,2014,Roberts,ARIZONA STATE LEGISLATURE v. ARIZONA INDEPENDENT REDISTRICTING COMMISSION,109,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,1,2,2,1,1,NA,NA,NA,NA,2015/06/29 00:00:00,2015,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
401 U.S. 1204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971/03/01 00:00:00,1971,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
409 U.S. 917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1972/10/16 00:00:00,1972,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
415 U.S. 961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974/03/18 00:00:00,1974,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
444 U.S. 1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980/02/19 00:00:00,1980,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
459 U.S. 1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982/11/08 00:00:00,1982,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
459 U.S. 1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982/12/06 00:00:00,1982,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
460 U.S. 1001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983/02/28 00:00:00,1983,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
463 U.S. 1311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983/07/21 00:00:00,1983,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
465 U.S. 1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1984/02/21 00:00:00,1984,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
471 U.S. 1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985/04/01 00:00:00,1985,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
486 U.S. 1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988/05/16 00:00:00,1988,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
492 U.S. 1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1989/08/22 00:00:00,1989,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
576 U.S. 446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015/06/22 00:00:00,2015,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
138 S.Ct. 1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018/05/21 00:00:00,2018,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
138 S.Ct. 1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018/06/14 00:00:00,2018,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
139 S.Ct. 524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/01/08 00:00:00,2019,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
139 S.Ct. 532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/01/15 00:00:00,2019,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
139 S.Ct. 759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/02/27 00:00:00,2019,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
139 S.Ct. 1853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/06/10 00:00:00,2019,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
139 S.Ct. 2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/06/20 00:00:00,2019,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
139 S.Ct. 2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/06/27 00:00:00,2019,After,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA
137 S.Ct. 289 (Mem),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016/11/17 00:00:00,2016,After,Yes,Yes,P,NA,Company,Individuals; small company,NA,p2,NA,Centori improperly granted
138 S.Ct. 2274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018/06/25 00:00:00,2018,After,Yes,Yes,D,P,Federal government,Company,p2,p1,Yes,NA
139 S.Ct. 1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019/05/13 00:00:00,2019,After,Yes,Yes,P,P,Company,Individuals,p2,p1,Yes,NA
141 S.Ct. 2141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021/06/21 00:00:00,2021,After,Yes,Yes,P,P,Company,Individuals,p2,p2,Yes,NA
399 US 350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970/06/29 00:00:00,1970,Yes,No,Yes,P,"NA",Federal government,Company,p1,p1,No,NA
